order,incl
3910,38
4982,38
4893,38
1506,38
2388,38
892,38
4315,38
112,38
134,38
3009,38
2867,38
4180,38
724,38
4072,38
1624,38
3978,38
1336,38
3266,38
3749,38
4744,38
1078,38
20,38
31,38
157,38
1963,38
3920,38
3530,38
3770,38
3341,38
1835,38
2302,38
1616,38
2292,38
4379,38
169,38
888,38
1889,38
1808,38
1362,38
1806,38
4275,38
4743,38
691,38
429,38
4484,38
508,38
93,38
4879,38
14,38
2415,38
2206,38
225,38
612,38
4548,38
1775,38
2058,38
4674,38
3771,38
1700,38
3622,38
2906,38
407,38
3542,38
640,38
1954,38
3553,38
1983,38
1388,38
3202,38
2573,38
4065,38
2454,38
1131,38
3977,38
883,38
3738,38
1874,38
404,38
2956,38
1249,38
4902,38
3245,38
711,38
2703,38
4426,38
4498,38
3467,38
1384,38
1825,38
4724,38
1705,38
696,38
4759,38
4660,38
3297,38
4242,38
4971,38
73,38
4025,38
3347,38
1593,38
421,38
1998,38
2663,38
596,38
1522,38
2847,38
5000,38
256,38
4052,38
2255,38
2992,38
4354,38
4900,38
2909,38
4238,38
2073,38
4448,38
4516,38
3766,38
2344,38
3433,38
3893,38
2313,38
4730,38
3981,38
1079,38
661,38
2366,38
3701,38
4150,38
3229,38
1186,38
400,38
1298,38
3772,38
2365,38
2785,38
1482,38
2788,38
3858,38
1168,38
3048,38
1056,38
4799,38
848,38
2330,38
3395,38
1030,38
2727,38
3625,38
1113,38
3411,38
124,38
1352,38
1371,38
4564,38
4666,38
486,38
3170,38
94,38
2070,38
1313,38
1370,38
909,38
4154,38
3232,38
4756,38
1229,38
1904,38
4340,38
833,38
439,38
792,38
2963,38
3478,38
3247,38
2151,38
650,38
1925,38
704,38
3219,38
432,38
4556,38
2943,38
2602,38
3216,38
2179,38
373,38
3739,38
478,38
3133,38
2395,38
3091,38
267,38
896,38
1339,38
2891,38
2933,38
4601,38
535,38
2277,38
1727,38
604,38
547,38
2954,38
2031,38
1389,38
3095,38
1619,38
1966,38
2869,38
326,38
1652,38
2751,38
115,38
2098,38
4735,38
4643,38
4373,38
3557,38
842,38
218,38
938,38
5019,38
1107,38
3966,38
2882,38
2363,38
4552,38
4375,38
4517,38
2051,38
2318,38
344,38
3294,38
1701,38
921,38
4823,38
2506,38
837,38
4487,38
1427,38
399,38
51,38
2152,38
4494,38
554,38
406,38
8,38
3496,38
3233,38
464,38
1051,38
3186,38
4124,38
1556,38
4794,38
1654,38
4026,38
1318,38
739,38
2172,38
4428,38
4144,38
3672,38
2187,38
981,38
4815,38
895,38
570,38
3899,38
4534,38
1823,38
4422,38
971,38
959,38
4963,38
2802,38
2367,38
1124,38
898,38
433,38
5025,38
4715,38
2566,38
4985,38
2476,38
4901,38
1635,38
4364,38
2890,38
314,38
3445,38
2769,38
4968,38
288,38
3422,38
192,38
2121,38
1698,38
1448,38
2093,38
675,38
4787,38
608,38
3404,38
2635,38
1846,38
2576,38
1323,38
2904,38
2024,38
470,38
3774,38
2946,38
982,38
202,38
914,38
770,38
113,38
1346,38
4249,38
626,38
2982,38
3894,38
3010,38
4280,38
1995,38
3664,38
368,38
1024,38
649,38
4098,38
4567,38
2840,38
2140,38
1138,38
106,38
4185,38
771,38
2448,38
3453,38
613,38
3759,38
956,38
2406,38
1618,38
4078,38
4276,38
4273,38
4434,38
967,38
2526,38
2237,38
1712,38
2848,38
605,38
3372,38
575,38
2563,38
3979,38
4327,38
913,38
2272,38
1395,38
2382,38
1119,38
4366,38
4513,38
2186,38
645,38
4405,38
3400,38
807,38
4146,38
4103,38
239,38
3489,38
275,38
1599,38
4846,38
1230,38
4305,38
392,38
4338,38
4557,38
3476,38
4190,38
664,38
2758,38
2639,38
4714,38
4075,38
3310,38
3776,38
49,38
4575,38
1234,38
2358,38
2284,38
4070,38
4884,38
2036,38
1243,38
369,38
4608,38
1520,38
4289,38
3912,38
56,38
2827,38
4834,38
71,38
3998,38
1795,38
64,38
3726,38
3866,38
1810,38
1164,38
2252,38
567,38
818,38
841,38
4648,38
4172,38
126,38
3995,38
2447,38
641,38
3988,38
1404,38
298,38
2332,38
246,38
3675,38
1762,38
3549,38
1410,38
2567,38
137,38
351,38
1029,38
2234,38
4245,38
4831,38
3897,38
3792,38
2805,38
78,38
2353,38
4044,38
1057,38
2767,38
1778,38
3584,38
183,38
700,38
4907,38
2878,38
497,38
742,38
1507,38
2806,38
4291,38
3332,38
343,38
952,38
3169,38
3032,38
4936,38
354,38
1885,38
1726,38
1387,38
2892,38
2022,38
3272,38
1347,38
2250,38
2371,38
509,38
3024,38
13,38
3656,38
885,38
3561,38
387,38
2618,38
4622,38
4904,38
1632,38
3391,38
974,38
1636,38
568,38
758,38
1769,38
1402,38
1434,38
1014,38
2245,38
1261,38
2361,38
4173,38
47,38
2666,38
1379,38
3621,38
1195,38
2817,38
638,38
4957,38
476,38
3936,38
3856,38
2118,38
3450,38
1262,38
3206,38
3456,38
3356,38
43,38
2346,38
136,38
517,38
4235,38
2900,38
1438,38
2853,38
1944,38
286,38
2991,38
3423,38
1732,38
3643,38
1742,38
367,38
315,38
1299,38
487,38
3143,38
5003,38
3081,38
488,38
4303,38
1450,38
4230,38
2331,38
3425,38
4808,38
2239,38
2407,38
4551,38
906,38
4170,38
4611,38
4571,38
4028,38
3539,38
1682,38
595,38
1043,38
2262,38
4667,38
2625,38
3309,38
3819,38
341,38
3336,38
897,38
3324,38
705,38
831,38
2999,38
2919,38
3053,38
1084,38
2700,38
4328,38
4889,38
510,38
1308,38
3813,38
2990,38
1076,38
791,38
2351,38
1239,38
3712,38
2159,38
5013,38
2340,38
2889,38
330,38
4239,38
2075,38
346,38
4118,38
3104,38
1531,38
1058,38
3462,38
2045,38
2987,38
2756,38
4441,38
1010,38
2734,38
845,38
41,38
3343,38
1165,38
2849,38
349,38
980,38
3218,38
4894,38
3182,38
619,38
1015,38
1561,38
1615,38
1512,38
954,38
1605,38
3231,38
3080,38
2583,38
3452,38
3554,38
4910,38
1848,38
2646,38
3443,38
2474,38
652,38
2940,38
2619,38
4999,38
2215,38
783,38
3054,38
1016,38
3831,38
2547,38
2319,38
2507,38
2430,38
4785,38
2595,38
4406,38
4244,38
4344,38
2984,38
4934,38
4219,38
2136,38
2427,38
2343,38
19,38
3305,38
3997,38
4361,38
2898,38
1900,38
4372,38
1066,38
4779,38
4381,38
2014,38
458,38
4225,38
2677,38
4599,38
45,38
303,38
4518,38
599,38
2493,38
1734,38
873,38
3951,38
3026,38
2246,38
1571,38
3811,38
3670,38
1421,38
3412,38
2710,38
4063,38
2100,38
89,38
4607,38
1452,38
3089,38
3580,38
436,38
4529,38
3295,38
4099,38
796,38
1220,38
4906,38
2965,38
3302,38
3659,38
3952,38
3725,38
2881,38
4625,38
3037,38
4703,38
4872,38
1871,38
4319,38
418,38
1604,38
4368,38
4976,38
737,38
620,38
4003,38
3578,38
4838,38
62,38
40,38
3436,38
733,38
3015,38
2443,38
4290,38
4149,38
1666,38
3076,38
60,38
968,38
2657,38
4153,38
2387,38
196,38
3597,38
2658,38
3587,38
2403,38
2911,38
1897,38
1751,38
4017,38
1472,38
3468,38
973,38
4841,38
1964,38
4094,38
2219,38
2311,38
2450,38
3155,38
2554,38
1300,38
756,38
769,38
4306,38
1831,38
1576,38
989,38
4469,38
516,38
3657,38
2742,38
4970,38
1794,38
3063,38
2248,38
955,38
2564,38
1143,38
3922,38
2725,38
2624,38
945,38
471,38
665,38
3731,38
3358,38
3340,38
2798,38
3785,38
4925,38
3413,38
1120,38
1977,38
3035,38
2145,38
75,38
3639,38
3551,38
3166,38
3747,38
2437,38
2549,38
3707,38
1417,38
830,38
3366,38
414,38
4355,38
2439,38
3367,38
551,38
3655,38
2596,38
4060,38
4166,38
1118,38
213,38
4346,38
2026,38
4600,38
3628,38
2509,38
2931,38
942,38
2144,38
653,38
405,38
301,38
3946,38
1179,38
3863,38
915,38
1638,38
3307,38
2043,38
953,38
2826,38
4471,38
2399,38
623,38
2122,38
3986,38
1053,38
4669,38
2096,38
1606,38
1106,38
1630,38
459,38
1146,38
4088,38
1142,38
3959,38
2530,38
3396,38
3942,38
2028,38
4431,38
4774,38
662,38
3832,38
2342,38
3056,38
1728,38
2903,38
794,38
520,38
207,38
987,38
1191,38
4616,38
2438,38
1931,38
4531,38
990,38
4801,38
5004,38
4085,38
4393,38
4750,38
2218,38
3126,38
1755,38
1409,38
3718,38
2082,38
22,38
2615,38
3826,38
2676,38
21,38
4433,38
3144,38
738,38
3214,38
2588,38
1822,38
2930,38
4429,38
4061,38
3918,38
4470,38
1976,38
1488,38
4362,38
1553,38
4226,38
2282,38
3887,38
3796,38
474,38
2617,38
350,38
4122,38
4880,38
3044,38
4582,38
4702,38
984,38
2006,38
1411,38
4676,38
2970,38
4279,38
4882,38
304,38
1517,38
3908,38
2352,38
1297,38
3062,38
1031,38
1475,38
3913,38
3138,38
68,38
2182,38
2189,38
2521,38
4783,38
231,38
1648,38
4749,38
4870,38
1396,38
729,38
2732,38
4419,38
441,38
44,38
4392,38
1713,38
4758,38
3882,38
2560,38
682,38
863,38
3666,38
1443,38
1735,38
383,38
4875,38
1350,38
2337,38
2580,38
525,38
1042,38
2312,38
4137,38
3933,38
849,38
4189,38
4093,38
1155,38
4404,38
1163,38
4458,38
900,38
829,38
597,38
795,38
4421,38
726,38
1614,38
337,38
2247,38
3939,38
656,38
4685,38
4438,38
3745,38
1540,38
3853,38
1132,38
2517,38
4929,38
4069,38
1519,38
338,38
4300,38
4810,38
1736,38
3546,38
4445,38
3171,38
3424,38
2950,38
4202,38
2402,38
1121,38
3132,38
2202,38
1437,38
3851,38
4798,38
3795,38
926,38
104,38
1255,38
1216,38
2458,38
4515,38
2650,38
1870,38
403,38
1896,38
4671,38
4891,38
2373,38
240,38
4780,38
4937,38
3543,38
437,38
4508,38
1277,38
778,38
3921,38
600,38
2716,38
195,38
1761,38
1473,38
1791,38
4439,38
2601,38
1033,38
451,38
1710,38
2910,38
3512,38
227,38
4610,38
3449,38
2510,38
1684,38
460,38
2777,38
3111,38
4,38
4067,38
1100,38
1269,38
2066,38
4946,38
3389,38
1264,38
3121,38
3197,38
1838,38
3,38
155,38
380,38
2049,38
1123,38
1767,38
111,38
452,38
2832,38
2243,38
5012,38
3868,38
4132,38
934,38
935,38
1906,38
412,38
1242,38
2929,38
1328,38
2644,38
3271,38
4247,38
2265,38
3365,38
4867,38
1037,38
1431,38
4511,38
1021,38
515,38
3775,38
3381,38
3638,38
4130,38
2955,38
524,38
3872,38
4068,38
318,38
4668,38
964,38
1844,38
1502,38
3226,38
4031,38
3011,38
4043,38
2322,38
3008,38
3509,38
657,38
2040,38
2795,38
107,38
4609,38
996,38
1959,38
3700,38
1099,38
2941,38
500,38
1681,38
798,38
4911,38
4430,38
749,38
3748,38
3201,38
4720,38
583,38
777,38
1337,38
965,38
1127,38
194,38
2661,38
2707,38
553,38
4558,38
469,38
237,38
1496,38
4597,38
4969,38
38,38
754,38
3038,38
4224,38
3337,38
2275,38
2637,38
4495,38
4496,38
843,38
1276,38
1909,38
1811,38
1348,38
788,38
4822,38
3289,38
2385,38
1103,38
3228,38
2551,38
2934,38
2467,38
3306,38
1752,38
2216,38
4627,38
4258,38
1833,38
1961,38
2197,38
2905,38
3550,38
618,38
1167,38
3699,38
4388,38
3493,38
4818,38
4326,38
3835,38
1787,38
3637,38
1578,38
1275,38
328,38
1917,38
4020,38
4827,38
4990,38
3043,38
4927,38
534,38
4042,38
2470,38
4000,38
3823,38
2879,38
1989,38
4837,38
4236,38
2102,38
2329,38
1258,38
1028,38
1901,38
4559,38
4686,38
1800,38
4881,38
1201,38
3217,38
1292,38
4679,38
1294,38
1760,38
1309,38
4732,38
4493,38
3181,38
2754,38
3585,38
1514,38
4791,38
3859,38
4004,38
2837,38
3479,38
2240,38
1295,38
4321,38
3426,38
496,38
3520,38
3911,38
4082,38
784,38
257,38
2575,38
1353,38
2195,38
2087,38
3061,38
5022,38
3558,38
4191,38
703,38
4402,38
611,38
3990,38
4839,38
1774,38
3150,38
2271,38
1126,38
1840,38
2212,38
4967,38
4339,38
2605,38
3764,38
2478,38
4665,38
3041,38
2864,38
669,38
4157,38
1691,38
1422,38
186,38
2488,38
3369,38
3902,38
1996,38
3706,38
3746,38
571,38
1500,38
1281,38
811,38
4377,38
3112,38
142,38
741,38
3415,38
609,38
3105,38
2738,38
2599,38
384,38
1829,38
3451,38
2274,38
191,38
1290,38
1184,38
2295,38
1236,38
767,38
3283,38
1647,38
1245,38
725,38
3317,38
2088,38
2191,38
1773,38
1988,38
4568,38
4198,38
4742,38
4962,38
1415,38
4655,38
1222,38
3684,38
465,38
3843,38
144,38
1332,38
4252,38
2123,38
4140,38
646,38
4050,38
4110,38
1677,38
607,38
210,38
911,38
4203,38
70,38
1743,38
3761,38
402,38
1271,38
2094,38
2230,38
1501,38
4045,38
3594,38
3570,38
801,38
1454,38
209,38
131,38
336,38
4207,38
1334,38
3290,38
1510,38
3786,38
1724,38
3885,38
3086,38
3359,38
3205,38
2733,38
1085,38
647,38
4024,38
2743,38
556,38
3353,38
109,38
3941,38
2546,38
3743,38
2753,38
674,38
3331,38
446,38
4678,38
1978,38
2034,38
4095,38
363,38
752,38
3704,38
4851,38
2582,38
3690,38
1880,38
1968,38
2776,38
4374,38
308,38
375,38
4812,38
1224,38
28,38
2334,38
1227,38
591,38
1470,38
1866,38
4229,38
2926,38
4398,38
2656,38
2921,38
3642,38
1721,38
3583,38
3447,38
633,38
2300,38
1708,38
4109,38
1641,38
4121,38
1471,38
205,38
1022,38
643,38
677,38
3559,38
1789,38
3839,38
2419,38
2139,38
2907,38
2606,38
129,38
1256,38
4171,38
2106,38
3957,38
3375,38
382,38
163,38
502,38
4776,38
545,38
2035,38
2016,38
2556,38
3742,38
3793,38
1357,38
4680,38
3025,38
4710,38
3239,38
1764,38
1403,38
4938,38
1703,38
1485,38
1317,38
3001,38
1088,38
3891,38
3312,38
4002,38
4555,38
2076,38
3151,38
1398,38
2947,38
3518,38
1921,38
3710,38
294,38
4788,38
999,38
1335,38
3677,38
3120,38
1091,38
2679,38
1282,38
537,38
180,38
4561,38
1868,38
4030,38
1669,38
3975,38
482,38
3784,38
918,38
506,38
636,38
901,38
1993,38
3188,38
1166,38
2315,38
3311,38
2469,38
617,38
272,38
3030,38
3459,38
4817,38
3224,38
86,38
1199,38
291,38
226,38
745,38
3387,38
1252,38
3263,38
3131,38
3098,38
4309,38
4778,38
3277,38
453,38
3544,38
3938,38
1854,38
615,38
4510,38
316,38
1074,38
2913,38
530,38
1315,38
2162,38
894,38
204,38
3172,38
4410,38
2591,38
4605,38
4704,38
2653,38
4270,38
4618,38
2203,38
3220,38
4329,38
3481,38
2201,38
2429,38
3900,38
3368,38
333,38
3521,38
1876,38
310,38
3930,38
4383,38
2712,38
3157,38
1082,38
3571,38
1263,38
4018,38
1460,38
1476,38
2288,38
3717,38
2135,38
2944,38
2238,38
325,38
4863,38
1974,38
2880,38
4256,38
3316,38
4699,38
4473,38
65,38
2294,38
2668,38
4521,38
3021,38
1746,38
3370,38
3555,38
4503,38
2989,38
503,38
2108,38
2665,38
187,38
1702,38
4994,38
2923,38
3989,38
780,38
4066,38
3750,38
340,38
654,38
590,38
3645,38
951,38
3577,38
2120,38
4675,38
188,38
4661,38
2516,38
3926,38
3442,38
2039,38
673,38
1763,38
5016,38
3588,38
727,38
2893,38
235,38
415,38
2190,38
3378,38
2002,38
4700,38
4358,38
4086,38
4274,38
4027,38
614,38
1913,38
4966,38
4335,38
1246,38
676,38
582,38
2105,38
1333,38
3842,38
701,38
379,38
18,38
2642,38
3045,38
2533,38
4737,38
4322,38
1780,38
1341,38
2810,38
1034,38
3327,38
3114,38
1175,38
3154,38
1508,38
3438,38
528,38
2770,38
1069,38
3300,38
34,38
804,38
2652,38
4932,38
4336,38
4500,38
2737,38
2299,38
1136,38
5008,38
4926,38
206,38
3949,38
1170,38
4695,38
2938,38
289,38
4234,38
2193,38
4029,38
1093,38
4133,38
4995,38
603,38
1426,38
1160,38
1213,38
1314,38
4165,38
4940,38
3552,38
1878,38
4614,38
27,38
958,38
2119,38
1997,38
1038,38
360,38
3994,38
2235,38
335,38
3683,38
4978,38
448,38
806,38
4058,38
2800,38
3173,38
1194,38
2293,38
4168,38
3886,38
2978,38
4711,38
4833,38
3031,38
1572,38
4394,38
2996,38
265,38
4991,38
3524,38
2525,38
53,38
1413,38
2914,38
3013,38
2242,38
3469,38
3293,38
4081,38
4481,38
735,38
3673,38
4001,38
1090,38
2764,38
5002,38
1430,38
3647,38
331,38
2600,38
2025,38
4953,38
4391,38
3325,38
3190,38
2966,38
631,38
4037,38
3895,38
1595,38
3586,38
1355,38
1435,38
4544,38
679,38
1926,38
4979,38
3457,38
1958,38
3903,38
3801,38
3537,38
2724,38
1011,38
276,38
2477,38
1428,38
4136,38
2515,38
2054,38
52,38
1324,38
378,38
2932,38
3321,38
1000,38
74,38
1406,38
1382,38
61,38
1196,38
1285,38
151,38
3498,38
39,38
1287,38
57,38
491,38
3644,38
1361,38
1679,38
1587,38
574,38
2128,38
3110,38
4917,38
3328,38
1697,38
2899,38
4298,38
3663,38
4345,38
2103,38
3650,38
2584,38
3869,38
1116,38
4008,38
1786,38
4505,38
4048,38
751,38
3390,38
539,38
1987,38
2977,38
4908,38
3967,38
2349,38
2065,38
2920,38
1077,38
632,38
2079,38
2527,38
5021,38
3631,38
4883,38
3134,38
1486,38
149,38
1374,38
3607,38
1280,38
3140,38
1781,38
1627,38
3629,38
148,38
3529,38
2432,38
3029,38
1046,38
3204,38
4753,38
2453,38
4862,38
2174,38
573,38
2885,38
4635,38
779,38
2196,38
4898,38
2236,38
979,38
1622,38
3455,38
3102,38
4468,38
1905,38
2137,38
4877,38
1509,38
3383,38
1474,38
2897,38
4334,38
3751,38
2107,38
1819,38
1144,38
105,38
2369,38
2392,38
744,38
4215,38
2231,38
1378,38
4310,38
2902,38
1975,38
4717,38
1586,38
2620,38
3574,38
944,38
4254,38
3494,38
1117,38
2713,38
2244,38
4395,38
3046,38
4592,38
835,38
919,38
4320,38
4135,38
3379,38
4965,38
1518,38
1530,38
4218,38
2735,38
3956,38
2290,38
3246,38
401,38
2491,38
4602,38
4016,38
4959,38
4248,38
1799,38
4333,38
1690,38
3344,38
394,38
4073,38
3919,38
2261,38
4816,38
3434,38
1634,38
2683,38
3560,38
1401,38
3924,38
1564,38
4647,38
3807,38
312,38
1162,38
2779,38
3773,38
3925,38
878,38
3618,38
30,38
4890,38
4642,38
63,38
3720,38
1757,38
3682,38
2053,38
2408,38
3090,38
1461,38
4681,38
4055,38
523,38
772,38
785,38
4909,38
3303,38
1095,38
3374,38
3296,38
957,38
2296,38
2797,38
542,38
4757,38
1432,38
2684,38
2171,38
4460,38
1343,38
3465,38
46,38
3019,38
969,38
3987,38
1218,38
4490,38
3568,38
2339,38
3022,38
2232,38
92,38
236,38
880,38
985,38
4520,38
1451,38
4420,38
3999,38
4598,38
4268,38
1505,38
3384,38
1151,38
4269,38
3821,38
731,38
190,38
3077,38
548,38
1850,38
1376,38
1687,38
55,38
287,38
4032,38
4396,38
2585,38
162,38
2660,38
2714,38
4454,38
3352,38
4748,38
4903,38
2289,38
4624,38
3225,38
4507,38
320,38
1515,38
4365,38
1321,38
3145,38
1849,38
322,38
1689,38
4577,38
2165,38
1157,38
1843,38
1354,38
3329,38
420,38
424,38
3003,38
495,38
4488,38
4939,38
960,38
2845,38
3877,38
3630,38
2801,38
4718,38
3806,38
2628,38
850,38
296,38
3330,38
4214,38
1841,38
2160,38
2765,38
1173,38
3640,38
2696,38
4760,38
2569,38
153,38
1065,38
4606,38
2697,38
23,38
4246,38
4301,38
3461,38
1748,38
3386,38
4621,38
3018,38
2746,38
3168,38
4182,38
493,38
311,38
4512,38
4644,38
3632,38
4895,38
1601,38
628,38
3714,38
3722,38
3503,38
1830,38
4064,38
4987,38
3382,38
243,38
2998,38
1745,38
4533,38
3782,38
2003,38
2523,38
2384,38
2404,38
3576,38
610,38
2431,38
976,38
295,38
2814,38
4986,38
3470,38
2472,38
3074,38
5028,38
1208,38
3371,38
1207,38
98,38
