order,incl
1591,38
35,38
2548,38
2589,38
2578,38
1414,38
1089,38
125,38
2155,38
2401,38
1805,38
3781,38
1756,38
3623,38
2360,38
1340,38
201,38
3373,38
3828,38
2722,38
3881,38
814,38
759,38
4259,38
2894,38
3477,38
3730,38
255,38
181,38
1026,38
2562,38
2059,38
2325,38
4117,38
1141,38
1087,38
3192,38
4698,38
4947,38
1211,38
2347,38
1479,38
797,38
1565,38
3641,38
3993,38
4682,38
4005,38
893,38
2581,38
2835,38
3948,38
5029,38
4541,38
3508,38
3123,38
3929,38
1674,38
3484,38
2504,38
1391,38
4143,38
782,38
1480,38
3845,38
1718,38
2326,38
3653,38
2321,38
4179,38
757,38
2320,38
3611,38
851,38
3069,38
82,38
177,38
1251,38
2446,38
259,38
3178,38
4634,38
135,38
4996,38
1487,38
1549,38
1133,38
4623,38
119,38
1086,38
1446,38
2545,38
1965,38
2457,38
761,38
1329,38
1584,38
2046,38
2520,38
3976,38
3257,38
946,38
834,38
1468,38
3861,38
2809,38
4304,38
133,38
4712,38
449,38
3441,38
2400,38
847,38
4697,38
4741,38
2565,38
507,38
4804,38
1326,38
1639,38
408,38
3935,38
1949,38
852,38
1108,38
994,38
4356,38
3485,38
3713,38
4805,38
1893,38
4604,38
2241,38
4736,38
366,38
1453,38
1617,38
4740,38
781,38
3435,38
4992,38
4283,38
1659,38
4096,38
164,38
484,38
4308,38
2518,38
4560,38
1161,38
1857,38
3944,38
3180,38
4997,38
815,38
3950,38
1884,38
3118,38
4047,38
4845,38
1947,38
598,38
3963,38
2561,38
11,38
774,38
4478,38
3729,38
3648,38
2949,38
32,38
4784,38
2960,38
4164,38
4293,38
4142,38
4766,38
1176,38
1642,38
932,38
3142,38
3600,38
1613,38
1665,38
2279,38
1818,38
1855,38
3565,38
924,38
306,38
2083,38
817,38
3601,38
4952,38
660,38
1984,38
855,38
513,38
1911,38
986,38
211,38
365,38
4527,38
828,38
1559,38
1092,38
4612,38
3286,38
3883,38
874,38
4771,38
1524,38
4874,38
54,38
541,38
2147,38
3068,38
2420,38
2397,38
4806,38
1467,38
4452,38
2875,38
1741,38
2260,38
1293,38
4828,38
2942,38
3510,38
2936,38
4543,38
3873,38
450,38
33,38
1668,38
1585,38
1785,38
1768,38
4054,38
621,38
2544,38
3189,38
279,38
2228,38
4479,38
81,38
2768,38
1607,38
526,38
339,38
3163,38
4764,38
2843,38
2579,38
1927,38
1777,38
1169,38
1306,38
1385,38
3740,38
1671,38
4860,38
4945,38
3591,38
2194,38
521,38
2124,38
445,38
4954,38
4014,38
4221,38
2168,38
2163,38
881,38
2781,38
435,38
1444,38
4435,38
1140,38
2269,38
4584,38
498,38
2008,38
3073,38
3259,38
2555,38
2641,38
3605,38
167,38
594,38
736,38
3213,38
2074,38
3082,38
2793,38
1498,38
3837,38
24,38
2557,38
3763,38
1670,38
1190,38
2924,38
3351,38
2538,38
2354,38
2229,38
371,38
1311,38
3982,38
4033,38
2812,38
4848,38
4653,38
1956,38
3756,38
3093,38
4522,38
1629,38
4955,38
3165,38
175,38
4472,38
3122,38
2412,38
234,38
3974,38
2863,38
4447,38
4719,38
786,38
1137,38
2772,38
1946,38
3474,38
2973,38
4465,38
1820,38
4844,38
1511,38
494,38
793,38
3051,38
4916,38
4950,38
4499,38
3262,38
1302,38
1114,38
922,38
2067,38
5,38
4709,38
117,38
1737,38
4038,38
3703,38
4930,38
2071,38
1200,38
1678,38
1945,38
1006,38
2572,38
1039,38
2101,38
1953,38
2720,38
4777,38
2,38
4397,38
2333,38
1405,38
4348,38
1209,38
1828,38
4204,38
2543,38
4497,38
4886,38
4690,38
4331,38
1620,38
3146,38
2723,38
2012,38
3840,38
4349,38
4351,38
2539,38
4323,38
4964,38
966,38
1296,38
2414,38
1611,38
558,38
4401,38
762,38
1676,38
3203,38
430,38
3834,38
4324,38
4873,38
813,38
1558,38
1445,38
50,38
4705,38
1957,38
145,38
2494,38
3960,38
2000,38
252,38
2833,38
2701,38
2370,38
1047,38
1706,38
1349,38
3463,38
1465,38
1842,38
3198,38
1582,38
463,38
2709,38
716,38
4998,38
2161,38
58,38
998,38
230,38
2916,38
5001,38
4738,38
1592,38
687,38
423,38
3405,38
1837,38
3865,38
1492,38
483,38
168,38
891,38
499,38
4277,38
2078,38
3085,38
4183,38
3119,38
4633,38
3898,38
2975,38
4467,38
1372,38
3691,38
1181,38
258,38
3820,38
2350,38
3207,38
1351,38
3681,38
1253,38
1782,38
2214,38
4019,38
317,38
1310,38
1839,38
4049,38
755,38
861,38
159,38
2090,38
3934,38
4974,38
912,38
4350,38
4184,38
4984,38
3716,38
3185,38
3540,38
3575,38
1301,38
1001,38
4492,38
4546,38
332,38
3741,38
91,38
1864,38
319,38
1914,38
2607,38
1380,38
734,38
589,38
2643,38
2686,38
540,38
3728,38
4549,38
3299,38
342,38
4526,38
4199,38
1574,38
2957,38
475,38
827,38
872,38
1555,38
381,38
4013,38
4956,38
1577,38
4443,38
4399,38
4114,38
1394,38
1872,38
4314,38
709,38
844,38
3147,38
917,38
1672,38
3879,38
1067,38
1867,38
4739,38
2854,38
353,38
2305,38
1991,38
1217,38
3486,38
4629,38
4636,38
1059,38
2994,38
4101,38
4545,38
1197,38
2912,38
4370,38
2445,38
2111,38
2060,38
1783,38
625,38
2550,38
789,38
743,38
2452,38
635,38
3230,38
3791,38
2116,38
3617,38
158,38
4437,38
2362,38
2496,38
2394,38
1915,38
4752,38
3923,38
2614,38
1660,38
826,38
1753,38
2593,38
4369,38
2141,38
3238,38
3193,38
1853,38
2052,38
4415,38
3522,38
601,38
3968,38
266,38
3754,38
2979,38
4770,38
3408,38
2176,38
323,38
2154,38
1817,38
2587,38
4843,38
688,38
4802,38
1869,38
2492,38
3127,38
1464,38
923,38
884,38
4658,38
4865,38
3818,38
4923,38
3014,38
713,38
217,38
1399,38
3125,38
1375,38
173,38
1798,38
2736,38
480,38
3184,38
686,38
1238,38
2086,38
3075,38
4378,38
1386,38
4012,38
4200,38
4213,38
2017,38
2205,38
4524,38
975,38
3101,38
672,38
3274,38
2634,38
2125,38
693,38
3884,38
1523,38
2220,38
2685,38
1920,38
1442,38
4921,38
616,38
3020,38
991,38
4864,38
3363,38
1032,38
327,38
1008,38
1873,38
273,38
862,38
161,38
1594,38
2499,38
977,38
2268,38
4222,38
3904,38
4299,38
1279,38
3830,38
3209,38
3917,38
4767,38
4156,38
4691,38
2782,38
4826,38
2969,38
2590,38
1807,38
4861,38
2630,38
3235,38
1651,38
1102,38
4888,38
4113,38
2359,38
1554,38
4523,38
393,38
1646,38
2497,38
2708,38
3313,38
3148,38
4576,38
2485,38
3874,38
3880,38
3420,38
4825,38
4076,38
3141,38
1449,38
1064,38
4590,38
586,38
2129,38
2915,38
836,38
3472,38
3227,38
805,38
2627,38
1861,38
3983,38
1821,38
1688,38
4145,38
3504,38
2647,38
4087,38
2081,38
1459,38
2632,38
1883,38
1809,38
1159,38
719,38
277,38
434,38
4856,38
4141,38
2099,38
3117,38
1204,38
1936,38
3497,38
3491,38
3502,38
1063,38
1110,38
2475,38
3815,38
1439,38
1738,38
4131,38
3547,38
3475,38
4716,38
2888,38
3906,38
3548,38
3526,38
4793,38
3661,38
2967,38
3377,38
712,38
1937,38
3139,38
2436,38
2945,38
4424,38
3721,38
1802,38
622,38
2870,38
4287,38
4832,38
1934,38
4646,38
4071,38
903,38
2057,38
3083,38
385,38
1580,38
4797,38
2072,38
2092,38
1898,38
3028,38
3052,38
511,38
2503,38
3072,38
4084,38
4819,38
3282,38
1017,38
3687,38
1656,38
4814,38
3593,38
1899,38
97,38
1071,38
3071,38
2020,38
1644,38
3380,38
683,38
2852,38
100,38
2959,38
890,38
689,38
3108,38
302,38
2558,38
4768,38
2221,38
262,38
1122,38
555,38
1254,38
4800,38
4147,38
4591,38
1744,38
2541,38
2142,38
1359,38
1494,38
232,38
2249,38
2524,38
4423,38
2258,38
4466,38
3191,38
4152,38
3753,38
867,38
2037,38
1771,38
5018,38
2115,38
1247,38
1969,38
2862,38
281,38
4267,38
1083,38
718,38
2761,38
3200,38
3733,38
4175,38
2698,38
1425,38
3298,38
1633,38
3237,38
3100,38
36,38
853,38
3604,38
4589,38
4453,38
1424,38
1551,38
4933,38
3810,38
2831,38
3308,38
6,38
519,38
443,38
485,38
927,38
3615,38
2819,38
2604,38
876,38
2721,38
1563,38
1027,38
3614,38
4506,38
1072,38
2286,38
1699,38
4464,38
1005,38
4519,38
2233,38
4751,38
87,38
1433,38
2143,38
1663,38
1637,38
2667,38
233,38
300,38
4389,38
775,38
2783,38
1270,38
1625,38
2423,38
3705,38
2126,38
165,38
1673,38
1980,38
1397,38
3905,38
3407,38
377,38
3096,38
949,38
2927,38
422,38
2157,38
2766,38
160,38
866,38
2834,38
3428,38
1338,38
4181,38
3279,38
254,38
4036,38
4476,38
2655,38
4539,38
4885,38
538,38
1990,38
140,38
4390,38
3857,38
83,38
637,38
2013,38
4942,38
4572,38
2263,38
4119,38
2396,38
707,38
1581,38
2645,38
1938,38
4007,38
208,38
1860,38
492,38
824,38
3635,38
3355,38
1171,38
4039,38
2839,38
714,38
2774,38
832,38
3606,38
1180,38
2422,38
3004,38
2104,38
1268,38
3464,38
1018,38
4763,38
2511,38
1383,38
1916,38
4688,38
4006,38
4620,38
838,38
1664,38
2874,38
4343,38
702,38
1040,38
3058,38
3662,38
2744,38
2592,38
3410,38
3812,38
4169,38
2623,38
1232,38
3736,38
4457,38
114,38
2937,38
2505,38
899,38
3124,38
2495,38
854,38
116,38
4363,38
4158,38
629,38
77,38
3829,38
2748,38
2270,38
766,38
2799,38
1529,38
936,38
2747,38
2594,38
4583,38
2896,38
4116,38
3301,38
720,38
3222,38
4807,38
1609,38
544,38
2077,38
3943,38
3567,38
3849,38
413,38
59,38
4652,38
962,38
2027,38
3002,38
4722,38
514,38
2177,38
3727,38
3057,38
3362,38
4866,38
17,38
2441,38
251,38
2651,38
4755,38
397,38
1436,38
3177,38
1612,38
4477,38
4944,38
3715,38
3734,38
4384,38
3901,38
1189,38
3175,38
2958,38
4854,38
1590,38
76,38
930,38
4313,38
1068,38
2153,38
2306,38
4089,38
4286,38
4425,38
753,38
532,38
4615,38
2158,38
2033,38
261,38
4432,38
4491,38
695,38
750,38
2200,38
3803,38
1363,38
4726,38
3162,38
3016,38
127,38
4455,38
1982,38
3406,38
2675,38
1055,38
4913,38
1720,38
3651,38
3965,38
2460,38
1598,38
3985,38
4664,38
624,38
4530,38
2522,38
1149,38
3876,38
72,38
663,38
3401,38
2368,38
2256,38
868,38
2858,38
4836,38
569,38
2056,38
2442,38
2980,38
2428,38
2411,38
334,38
2851,38
3501,38
199,38
3612,38
12,38
411,38
3889,38
9,38
809,38
3275,38
3654,38
3156,38
1940,38
4253,38
3787,38
1812,38
1198,38
1588,38
2659,38
3223,38
4632,38
3804,38
4713,38
2380,38
1135,38
2440,38
1206,38
2130,38
4820,38
2398,38
2508,38
4427,38
3507,38
1602,38
3762,38
1608,38
3357,38
1836,38
1875,38
2180,38
2577,38
4408,38
4733,38
66,38
2149,38
3709,38
4176,38
3852,38
2532,38
3916,38
1847,38
1013,38
2007,38
2823,38
4352,38
2487,38
2038,38
3304,38
3996,38
248,38
3039,38
1025,38
3276,38
4645,38
4580,38
122,38
2728,38
4619,38
2291,38
4090,38
4127,38
889,38
2818,38
2389,38
816,38
374,38
2983,38
1575,38
4650,38
1418,38
2041,38
3160,38
2356,38
3409,38
4400,38
995,38
642,38
4151,38
3403,38
2418,38
3249,38
773,38
3430,38
1495,38
699,38
2552,38
1695,38
4922,38
3875,38
4769,38
4651,38
3284,38
299,38
5011,38
564,38
2198,38
4102,38
1928,38
1570,38
4367,38
2729,38
2204,38
3342,38
2755,38
3066,38
2084,38
4197,38
2895,38
2775,38
4858,38
2674,38
879,38
1715,38
3658,38
2213,38
2185,38
1986,38
3927,38
3688,38
3680,38
1942,38
4988,38
3517,38
3892,38
3984,38
4376,38
4380,38
639,38
1803,38
4588,38
1935,38
3440,38
1316,38
527,38
1284,38
1930,38
2379,38
2603,38
3115,38
4201,38
3838,38
929,38
799,38
1955,38
5015,38
3765,38
3569,38
576,38
3183,38
3007,38
2348,38
1692,38
1364,38
3711,38
4206,38
3945,38
2559,38
29,38
3315,38
2512,38
1392,38
2184,38
882,38
3808,38
4371,38
1012,38
1377,38
1583,38
763,38
3318,38
4790,38
1579,38
602,38
1203,38
3252,38
3636,38
2317,38
543,38
3241,38
1210,38
4264,38
3755,38
3055,38
3686,38
247,38
3107,38
1521,38
4672,38
4347,38
4502,38
48,38
3867,38
3153,38
4796,38
2355,38
4418,38
1882,38
2964,38
292,38
1863,38
2872,38
4021,38
4092,38
1283,38
3723,38
2811,38
3113,38
2301,38
128,38
4731,38
3099,38
2413,38
4905,38
293,38
1754,38
146,38
4186,38
2029,38
2253,38
3848,38
1573,38
348,38
1367,38
4840,38
3292,38
1192,38
1248,38
85,38
1815,38
4983,38
1187,38
2133,38
3087,38
2855,38
4462,38
3393,38
4237,38
4456,38
1420,38
4989,38
4134,38
680,38
229,38
1469,38
4869,38
839,38
1266,38
2621,38
4302,38
79,38
1368,38
566,38
3980,38
1345,38
2170,38
2324,38
4765,38
3116,38
1499,38
3991,38
3027,38
950,38
3265,38
4155,38
4993,38
4706,38
185,38
1041,38
1188,38
99,38
154,38
3084,38
3646,38
2364,38
4100,38
268,38
2771,38
3432,38
2752,38
1600,38
1747,38
2669,38
2444,38
3864,38
3291,38
3322,38
4417,38
730,38
790,38
4243,38
886,38
1419,38
4097,38
2085,38
3221,38
3800,38
1758,38
5014,38
3572,38
3448,38
2015,38
2095,38
1054,38
1569,38
3040,38
3060,38
920,38
2857,38
3136,38
2829,38
1804,38
130,38
748,38
390,38
2884,38
4829,38
1943,38
361,38
4708,38
2803,38
3778,38
1686,38
3579,38
3669,38
2514,38
1463,38
1036,38
4193,38
4830,38
4977,38
1265,38
284,38
2498,38
3531,38
4059,38
1070,38
4721,38
4538,38
3338,38
1272,38
4931,38
2391,38
4318,38
1717,38
3034,38
1890,38
1709,38
2456,38
2841,38
3582,38
1259,38
4407,38
2976,38
4483,38
2513,38
3613,38
7,38
3269,38
224,38
2188,38
197,38
587,38
858,38
2790,38
3364,38
2815,38
3161,38
825,38
3888,38
1979,38
4569,38
1307,38
3314,38
4223,38
1722,38
1707,38
3928,38
3174,38
4167,38
428,38
3931,38
4125,38
2860,38
4663,38
2156,38
3444,38
1919,38
3480,38
4912,38
1992,38
1007,38
1941,38
2873,38
706,38
2631,38
3660,38
4282,38
3361,38
297,38
4231,38
1923,38
580,38
4637,38
1626,38
2047,38
4792,38
1080,38
4475,38
212,38
2421,38
4403,38
1150,38
3280,38
1902,38
4307,38
2336,38
4035,38
176,38
1560,38
2846,38
1115,38
274,38
2449,38
1147,38
4104,38
84,38
4022,38
3454,38
4412,38
4656,38
102,38
4578,38
1320,38
355,38
3634,38
4177,38
3535,38
970,38
1178,38
3724,38
345,38
2471,38
4330,38
2338,38
5017,38
1733,38
1073,38
362,38
648,38
1929,38
2719,38
290,38
5026,38
1657,38
1457,38
4485,38
3769,38
2784,38
2166,38
1044,38
992,38
4536,38
4673,38
1477,38
2850,38
2928,38
219,38
4562,38
4631,38
3519,38
2181,38
3339,38
1185,38
578,38
3847,38
4360,38
572,38
2836,38
1447,38
1373,38
1112,38
588,38
4849,38
1048,38
1019,38
859,38
245,38
3836,38
4878,38
1516,38
2192,38
666,38
1895,38
388,38
4446,38
2032,38
2226,38
694,38
2901,38
1924,38
2822,38
2613,38
4918,38
1325,38
2308,38
3541,38
2490,38
3758,38
172,38
4341,38
1156,38
271,38
454,38
2316,38
4342,38
3783,38
3097,38
870,38
2335,38
3196,38
1342,38
118,38
800,38
4148,38
2280,38
3323,38
1903,38
4080,38
1219,38
4859,38
3608,38
3398,38
1649,38
905,38
3596,38
0,38
489,38
472,38
997,38
156,38
1244,38
174,38
2080,38
26,38
5027,38
4187,38
2297,38
2968,38
4928,38
2825,38
391,38
1129,38
2816,38
2791,38
808,38
3419,38
4961,38
2409,38
3824,38
10,38
1750,38
3909,38
3492,38
1827,38
2433,38
1139,38
2757,38
3088,38
4227,38
4480,38
1273,38
3012,38
1845,38
372,38
1098,38
3106,38
1504,38
3802,38
2004,38
810,38
2673,38
3768,38
2425,38
3534,38
1344,38
875,38
4251,38
937,38
3050,38
3573,38
3397,38
228,38
4272,38
1525,38
2612,38
993,38
481,38
916,38
329,38
3896,38
4850,38
4129,38
4786,38
1491,38
3619,38
4240,38
2323,38
3616,38
3833,38
2807,38
2062,38
3234,38
3844,38
1231,38
3735,38
546,38
3033,38
3972,38
2175,38
4973,38
4138,38
3017,38
4015,38
25,38
3042,38
313,38
2372,38
108,38
1174,38
925,38
2048,38
4960,38
2173,38
3870,38
1416,38
2131,38
364,38
1826,38
4659,38
4528,38
1177,38
931,38
3633,38
3376,38
4754,38
681,38
877,38
2997,38
1723,38
1483,38
150,38
1023,38
1879,38
3860,38
2948,38
2424,38
4255,38
189,38
3065,38
1002,38
3814,38
4040,38
4353,38
2918,38
1035,38
3516,38
3538,38
4232,38
2341,38
3668,38
4034,38
1049,38
1412,38
961,38
3667,38
4382,38
4228,38
3692,38
3969,38
1466,38
846,38
37,38
3695,38
2314,38
3208,38
1393,38
2097,38
2796,38
2787,38
1772,38
684,38
1888,38
2778,38
95,38
3005,38
4581,38
3094,38
2586,38
1365,38
2859,38
249,38
2307,38
1694,38
139,38
4914,38
2044,38
2259,38
2061,38
1985,38
4617,38
1933,38
4413,38
80,38
678,38
1,38
3414,38
768,38
3273,38
2886,38
1770,38
4241,38
2183,38
1441,38
4871,38
4701,38
3437,38
4662,38
3176,38
988,38
3431,38
3473,38
2828,38
3890,38
1832,38
203,38
655,38
1158,38
3940,38
4105,38
2146,38
2654,38
4385,38
3603,38
708,38
1650,38
860,38
2534,38
2750,38
4463,38
260,38
2019,38
347,38
4972,38
2598,38
715,38
1128,38
1286,38
198,38
1493,38
1749,38
3665,38
4009,38
2251,38
963,38
2281,38
4504,38
2169,38
4288,38
4899,38
410,38
307,38
4896,38
4640,38
473,38
3649,38
427,38
787,38
2417,38
871,38
389,38
3418,38
1567,38
2063,38
2434,38
1784,38
4501,38
1489,38
179,38
4813,38
3850,38
69,38
1631,38
4565,38
3799,38
3482,38
1562,38
132,38
4677,38
1513,38
2117,38
550,38
3264,38
536,38
4535,38
419,38
352,38
2225,38
2468,38
2616,38
4638,38
2410,38
4357,38
659,38
2486,38
4550,38
396,38
67,38
2981,38
978,38
2678,38
2455,38
1589,38
2861,38
1623,38
908,38
1060,38
358,38
2986,38
3049,38
1331,38
3458,38
3788,38
4734,38
1719,38
2459,38
3854,38
1312,38
1683,38
3388,38
2887,38
505,38
4537,38
3047,38
2473,38
143,38
2908,38
3780,38
4981,38
3064,38
2813,38
644,38
3794,38
2390,38
2531,38
1610,38
3490,38
4943,38
1226,38
3907,38
732,38
4951,38
4514,38
840,38
3320,38
1568,38
764,38
3566,38
280,38
4762,38
3685,38
357,38
2254,38
1052,38
4728,38
1366,38
4525,38
4657,38
3961,38
2985,38
2570,38
592,38
2971,38
147,38
2178,38
4723,38
3958,38
3862,38
728,38
522,38
3195,38
1655,38
1183,38
518,38
2217,38
3817,38
1212,38
3825,38
1267,38
4570,38
4876,38
3964,38
3599,38
1877,38
3240,38
3970,38
4216,38
3962,38
2050,38
2626,38
3187,38
3103,38
1939,38
490,38
2357,38
2374,38
3760,38
1221,38
4789,38
1759,38
1101,38
3564,38
3545,38
1725,38
1330,38
3822,38
1104,38
3805,38
2568,38
2064,38
2132,38
2702,38
2609,38
4639,38
3652,38
3402,38
1653,38
2922,38
1458,38
3777,38
4459,38
4603,38
2629,38
4271,38
4563,38
3278,38
2925,38
184,38
2109,38
305,38
819,38
2328,38
5023,38
3752,38
710,38
4266,38
3326,38
2988,38
3385,38
1278,38
531,38
2808,38
4041,38
3059,38
2871,38
2276,38
409,38
223,38
238,38
1796,38
2953,38
