trial,bal_a,bal_alpha,bal_b,fex_ngram_max,fex_split_ta,mdl_C,mdl_class_weight,loss
1088,0.5981795119304286,0.4219102811108099,0.3548117339331997,3,0,0.4147063320225628,1586.7126261699939,0.10982647949258909
1272,0.5543537220938606,0.4696066256307542,0.34282604754528556,3,0,0.2510523915473063,1554.8362722695815,0.1098354797984044
1333,0.5681745935878325,0.5082848576432784,0.3531541129335657,3,0,0.2703861211759112,1350.7751829374447,0.10987698987609537
1046,0.5886183829969478,0.5463962701364883,0.17568027033738665,3,0,0.42191147360576103,1703.6925732739794,0.10988265790532688
1136,0.6224988230242655,0.26312747776604417,0.047143779098267224,3,0,0.2455231190808981,1372.5582516885538,0.10988526737341499
1031,0.6214604427631728,0.3586179234462754,0.23827337767395626,3,0,0.3761405017200552,1506.8460406620875,0.10988851562975288
445,0.663647479044185,0.5105332134074001,0.5506443685815622,3,0,0.3840028322474681,1439.6268673999994,0.10989027037399253
1057,0.6088472403001739,0.42120479702911057,0.20502914691089125,3,0,0.38493983501752566,1609.7955871521551,0.10989240333671964
1008,0.6520673977178375,0.3033351389166179,0.24396621849599556,3,0,0.26874203521219825,1665.4302871011155,0.10989293125289214
1166,0.6446169941736868,0.2750005657905029,0.02868184211688491,3,0,0.2531837461505275,1519.1426408597213,0.1099462141516589
1139,0.645583864605304,0.2966547188672477,0.026349627759823413,3,0,0.477122988142773,1399.4744174744733,0.10995462106767157
804,0.713492823094045,0.31210483237657505,0.5950800211960001,3,0,0.4079661629448032,1504.7392556858963,0.10995758129098922
229,0.9563828780449927,0.15009680947149076,0.49209739919566575,3,0,0.2955791128514099,1173.5217922507775,0.10995917278424752
79,0.6544618530360832,0.2969459438862554,0.3963371804731509,3,0,0.4035496574023625,1540.446350186322,0.10996182759983043
1179,0.6243678921776662,0.4130978534894228,0.09037373906592214,3,0,0.24945244011785905,1489.2989211398046,0.10996780689630435
1302,0.5848688821541267,0.3918603502380555,0.05586593494210039,3,0,0.26269391191067454,1416.0310602119885,0.10996781576199431
827,0.6498846684896331,0.4394843394184189,0.5690104380129423,3,0,0.2675389690113599,1546.8002004938605,0.10997153879131707
1093,0.5324615649368338,0.5301687874920467,0.3122965922384863,3,0,0.38332499719978225,1628.120665491798,0.1099736319603437
1300,0.5985390841169368,0.3638931842028304,0.0951756888424502,3,0,0.26769066984516593,1369.710723805787,0.10999790224527164
1048,0.5412125006534685,0.6150159318395725,0.2940115347271273,3,0,0.41681929340295143,1528.0022408511556,0.11000437445372828
1249,0.5164448308879762,0.5277498176380108,0.23324925129486612,3,0,0.2555718645688536,3429.325401386684,0.11000599590690452
437,0.6603875280197509,0.4141528027708669,0.5585232174210353,3,0,0.42552546372864963,1256.613613776634,0.11001086047024232
1211,0.5426741089756282,0.4681884335106914,0.44037002160622696,3,0,0.42623524935229395,1512.0209098616403,0.11001623363885316
1070,0.5402437903102312,0.5908945260588808,0.3733097676610866,3,0,0.42250528913051516,1791.5016051855541,0.11001690197940288
120,1.1355288362056908,0.3607447946044182,0.42723965223219573,3,0,0.428592295612637,3817.799541270389,0.11001761103079336
892,0.526177507038455,0.5750936618754873,0.7148207261991479,3,0,0.37598022677230275,1677.0518792558078,0.11001989313073089
863,0.57910613670304,0.5378053180335797,0.7228914650956977,3,0,0.4641411107951993,1199.8593886600952,0.11002245852513028
1044,0.5696827865367101,0.5824602763700102,0.2603745370881194,3,0,0.40673554368879333,1617.7917176265955,0.11002294236761413
578,0.6477493659476466,0.38317854029577614,0.5703775559644617,3,0,0.20681987741767419,1444.035167208462,0.11002768143558143
389,0.6506142448673582,0.631568975027913,0.5786586499804012,3,0,0.41334601444431257,1506.147427755899,0.11002869828946192
855,0.6077431267967005,0.471348715615424,0.8113899225144996,3,0,0.30630477728690725,1374.4506768035976,0.11004267265498172
1032,0.5997587513910814,0.4736568619693437,0.1903638475057128,3,0,0.40309033131206184,1468.0490985042393,0.11004321687587146
1157,0.6446578441323749,0.3021915592557274,0.0011304894141605792,3,0,0.26578408117822594,1526.6254931222456,0.110047535231182
226,0.9611967357809635,0.08949736843646755,0.33043557577965627,3,0,0.26876494156236286,1121.6537141423805,0.11006785814406868
1213,0.5608155459505212,0.5399421499978507,0.3286663291249411,3,0,0.24440109816079855,1365.8565028382766,0.11007852891911643
1037,0.5782965767600443,0.38194549287543134,0.21354625168317093,3,0,0.37774305176092016,1491.2433056361203,0.11007932713692935
450,0.5858616930463092,0.5223053140688518,0.5203896868100341,3,0,0.38068070926507225,1441.4174878423694,0.11007982310604658
990,0.6841746838263276,0.5077981901016146,0.32998651146463825,3,0,0.2795284442132516,272.2901204853071,0.11008059166965506
1172,0.634954856411069,0.21805399112402565,0.12144373816440171,3,0,0.45120759764209795,1583.744890124823,0.1100882763885989
885,0.6082125506081307,0.9468422242681048,0.4858732536717796,3,0,0.2816260689266232,1600.186637574145,0.11009543813373762
991,0.5562993934918037,0.6669284665305127,0.67341480205897,3,0,0.38468989930291925,1144.1916526245595,0.11010061243575052
1095,0.5864378631388703,0.6109349990053663,0.29117236949955433,3,0,0.45968291265927264,1581.6422257605896,0.11010983952999209
1233,0.6384038461147059,0.4468317820727733,0.238295620765993,3,0,0.2533585377715701,1347.8536945749404,0.11011140498665509
161,0.6105436603541318,0.3354150968129421,0.2665872522915899,3,0,0.2434501073786265,1767.5292054549636,0.11011262834996978
1084,0.5920110781695014,0.5613639767785374,0.17447126410407032,3,0,0.4027826734743176,1600.1736628263534,0.11011364785336678
1269,0.6056307662432574,0.6476244615724689,0.291919954246339,3,0,0.47277789433212347,1458.0347194869018,0.11012278756451443
791,0.7380067251881922,0.5060214453232462,0.5255624020060097,3,0,0.41880597059616015,1547.6480689958428,0.11012471493494777
402,0.6205417083537058,0.5222112941414039,0.6668077557733425,3,0,0.3725243084739074,1594.5993200233195,0.11013209551996306
1235,0.6937105544241456,0.2386310711033617,0.4132545465128808,3,0,0.42103389708301886,1608.9433136901216,0.11013414064102607
1180,0.6403049253187617,0.4791526818713699,0.011584342242338688,3,0,0.4132267505048131,1398.1257603803242,0.1101365495101401
687,0.6600141472262362,0.42141011863402533,0.5726114570466063,3,0,0.243141426073396,1324.8606772963265,0.11013988489481065
802,0.6577354220201785,0.4876229963186419,0.5400820449544981,3,0,0.37487178434346463,1382.642090069251,0.1101405304087562
405,0.7081267651065133,0.3868927861928173,0.7479192335708439,3,0,0.4174590291317064,1642.3978142706778,0.11014317788721638
1112,0.6001354497614411,0.531216610657917,0.21523771503439704,3,0,0.4556466322625848,1664.2016118429754,0.11014519024598826
518,0.6378152983323502,0.92567720936594,0.7694845027048698,3,0,0.38781412594120745,1297.8309654297252,0.11014836966584808
1120,0.6101837708404512,0.39324767356716805,0.40241498640909673,3,0,0.24099657129006188,1610.5291697570542,0.11015039588362957
1026,0.5826790676312376,0.4537312465802137,0.3419767540767126,3,0,0.3913610516534285,1452.064443697228,0.11015780398285518
1143,0.6492083188420926,0.25378693715178174,0.08555385362579976,3,0,0.3808590834620099,1358.259961656519,0.11015908874362071
420,0.628441311758829,0.8581079402627365,0.7197615948782778,3,0,0.4500807020153273,1339.2843152775706,0.1101691242461234
1126,0.65434762570185,0.5279860972622755,0.1835852557323612,3,0,0.22511803966479021,1512.5014607146497,0.11016936453689354
1055,0.5483660021088979,0.6429403577337409,0.19236721967057685,3,0,0.3919686915744884,1498.0238605961936,0.11017091470788419
806,0.6363360272709416,0.46079216007156826,0.4872169272331772,3,0,0.42594988646968995,1273.1799274744392,0.11017590660087308
84,0.7830803530471605,0.18126767805294286,0.48679115460814704,2,0,0.2554452016090318,1807.1640245702858,0.11018495108228166
1324,0.5679322963750938,0.2978111750606411,0.03426951889760235,3,0,0.2494971989259724,1579.3000154784002,0.1101863792226543
128,1.0315724803603947,0.09231494266328322,0.9594154251101749,3,0,0.6456694809391587,5341.0671447564255,0.11018869372821725
970,0.6011352726638556,0.5554492620901819,0.8643412560381353,3,0,0.24995760011191456,788.6764574352917,0.11019360633951863
258,0.9733355669559004,0.1178844910629395,0.37583728463601457,3,0,0.26632155753715303,1209.7980923224902,0.11019517250951301
1050,0.5645789387793296,0.47407476147964633,0.2322796895442321,3,0,0.44405518686380613,1494.9260598437806,0.11020183420935517
77,0.6372114429527004,0.45442881592118445,0.3326436447251073,3,0,0.38035208879448257,1546.3153193902288,0.11020433499631256
1145,0.5833705169580069,0.4022779646538842,0.11472864973427006,3,0,0.35862199709023895,1446.1716895953693,0.11021225842650717
790,0.6509758171037088,0.5468439666439929,0.5739283423873488,3,0,0.3740555477300604,619.8331369569187,0.1102132262643315
735,0.7302556549836211,0.23708362714222353,0.8558093931516462,3,0,0.2734526249559474,1328.1881522668887,0.11021375693192509
1101,0.6161094987708668,0.5525508791276553,0.29926682805466903,3,0,0.42461216055889855,1695.6535264852853,0.11022181890126385
685,0.6243891658845913,0.5303604192252541,0.46577848106554687,3,0,0.23329871099892233,517.2369501862961,0.11022573743433657
401,0.6467372210090684,0.6296860464805991,0.5811754204263356,3,0,0.4127979784557158,1528.9816430338974,0.11022633423793944
603,0.6676832242750691,0.4926632505905238,0.4957393446415923,3,0,0.24855754189820226,1611.6426094855958,0.11023140984546081
162,0.47598165280708804,0.7256166466201817,0.27272925471561354,3,0,0.19480944206623077,582.0120166242598,0.11024001007427721
267,0.9010086092803766,0.0030578020457126265,0.3461800731712397,3,0,0.25280671960886203,768.6730722298014,0.11024014479200331
1221,0.5639298925939021,0.6182324583204367,0.44865407951170205,3,0,0.4819280829144144,1397.068120685555,0.11024255462920983
1115,0.5691257043777284,0.555315574766879,0.2846469808887829,3,0,0.22149686954885334,1632.9878384522876,0.11024573644382497
309,0.8432042333353852,0.10632445435153784,0.21998221516074962,3,0,0.2392100246631233,1022.445243571283,0.11024621004490831
589,0.5127957440402027,0.57871036812819,0.5651672118520037,3,0,0.21323174857907728,1506.1341025617367,0.11024785259231247
1069,0.5618452589110506,0.477028389690991,0.28175542868052,3,0,0.4594051677901373,1725.5811366614366,0.11025527934005844
264,0.9667282288327207,0.015263349075856358,0.4393612930531964,3,0,0.23493516340112397,1021.991739473222,0.11025603643941252
1040,0.638774463540028,0.3059876083229025,0.31031558690746547,3,0,0.3964403525430468,1583.0792291266548,0.11025693707123048
812,0.5743006299883664,0.661494692529661,0.5804867600908652,3,0,0.3370411572531775,1409.7004151328028,0.11025721099047997
515,0.7022312021277362,0.2342804816845354,0.35446591827366786,3,0,0.4843170304655907,1110.0854386412182,0.1102586690907705
1265,0.5928793600802214,0.5042700256670349,0.36330165205295356,3,0,0.28491900428759653,1720.9888258003757,0.11026069943568352
658,0.5857375738663604,0.5605573449664779,0.7563263771189502,3,0,0.2494657708125152,1501.4624142478217,0.11026686812163852
1237,0.6724661731102759,0.32292040768208347,0.4395679826108267,3,0,0.3403107633287332,1502.100532177341,0.11026691800388272
1210,0.5276026039776917,0.7139242062004117,0.3442544222120464,3,0,0.26574524897402646,1473.9859525269246,0.11026886682520963
736,0.5704599439882895,0.9617440365400233,0.6607528103113397,3,0,0.5422500071831439,1611.758931367019,0.11028418765465917
599,0.6515968692865978,0.4557507226234939,0.6473254150534324,3,0,0.23694899322939095,1414.4000196315899,0.11028450050142101
640,0.5653861978904675,0.825637695779529,0.8935503848004603,3,0,0.23928362978877554,1534.924675065774,0.11028640881571602
1205,0.5597534531704951,0.5513493299692115,0.3987687868727968,3,0,0.4559231139949636,1629.8544793579922,0.11028884718617775
1154,0.6726097776028899,0.35089621457402953,0.052665102361807915,3,0,0.2597448547306769,1542.7499190859417,0.11028954737187827
1030,0.6311147983662818,0.397958993098062,0.2199338783269647,3,0,0.4101073507432021,1543.3255631758389,0.11029286894849147
1117,0.6467011712897472,0.48948678721116984,0.3306279039583777,3,0,0.2487737924364448,1463.0809510100023,0.11030879870817722
695,0.5511921257272059,0.4717221364540503,0.4302629253916403,2,0,0.2205012801306394,1454.0421046835047,0.11031289807075456
1122,0.59457871557096,0.7157378106279721,0.21961957510299165,3,0,0.25942894495086943,1676.1987751408878,0.11031589187159913
610,0.6651903427352247,0.6331798973738729,0.8144533695344893,3,0,0.24472242821774504,1357.7248752977428,0.11031926103760574
587,0.598842627940446,0.45765929690148766,0.6498923758818098,3,0,0.21777372215223098,1432.1506580972425,0.11032127900112408
227,0.9855400072181654,0.09635509983808854,0.6672279724408572,2,0,0.3115652763111718,796.9847647499573,0.11032446249716328
1077,0.5521796326141418,0.5631549188283329,0.3234350454718203,3,0,0.4061558647379412,1663.9057812786941,0.110331244444295
400,0.6781077385205952,0.3975050141050948,0.487713617063404,3,0,0.47584528581728847,1391.2527588060245,0.1103323071551927
1150,0.681022928122258,0.14532594069270938,0.07048426718290983,3,0,0.2741640773107256,1406.8101256116393,0.11033365647244796
1049,0.548446775892738,0.5687196023104221,0.3271025686286938,3,0,0.39875541361966477,1558.413161230304,0.11033499748448784
783,0.6096421717792787,0.4074256363309139,0.6476055929654715,3,0,0.4361039852079068,1386.844447520808,0.11033529820461623
1135,0.6686519897023895,0.20844649617204852,0.0023614958007200093,3,0,0.4673656811095898,1443.9376034280388,0.11033663137001101
604,0.5743305212775296,0.8926581617382141,0.6713155578494051,3,0,0.2534034756934341,1434.1813939728029,0.11033727555919834
156,0.8224518417832948,0.5924428609412901,0.5227640633228102,3,0,0.33744102505895673,1584.4541373367624,0.11033893976130509
825,0.6923928144284572,0.8212910056648495,0.36708298989218174,3,0,0.450081204766737,1483.980623301265,0.11034314928262813
539,0.735301994000409,0.7456399030543017,0.42665100496096364,3,0,0.41608279635105605,1343.0083412239812,0.11034442451532447
1200,0.5470220940286632,0.5464422470793182,0.3802577824077452,3,0,0.3098612312499158,1600.1104695504894,0.11034526283255129
573,0.5611077909702921,0.6407905807397869,0.6664661419348012,3,0,0.20502147962554723,1453.398200575065,0.11034907599638892
1056,0.5862085513779481,0.5005197813002952,0.32418976734311894,3,0,0.3634739817035502,1535.4608780367712,0.11034910957391592
1173,0.6538325455127973,0.3216730219124992,0.16797956290516097,3,0,0.28421431973537153,1427.088226621695,0.11035018216954841
1308,0.6446909795155539,0.4828800286210624,0.040083983056327335,3,0,0.2530293780359515,1368.6241603925275,0.11035202424592977
1079,0.5478608036432122,0.521802077695831,0.343324617075107,3,0,0.41116237929237653,1636.5947963863048,0.1103527367111204
677,0.672815924402927,0.30020277066728834,0.7678286318928795,3,0,0.28876290445555486,1640.3755481587589,0.11035404363611087
580,0.5011876086114954,0.4971959450113673,0.6172808763456703,3,0,0.22933600482409455,1474.0407378137809,0.11035437360282582
237,0.7664526796496212,0.25328347174957966,0.6356524135968821,3,0,0.4212223743229673,1052.2154979723214,0.11035940880521988
1000,0.7357773321297999,0.5669776843194665,0.8962605839124042,3,0,0.21410257464480223,1558.6307382583364,0.11036292751605478
798,0.7536415127142125,0.5334735515954943,0.6352802495682245,3,0,0.43963203790921507,1337.0010303703245,0.1103661632381413
1257,0.6826662436495379,0.20734208852044134,0.36464797673444377,3,0,0.26474096736280267,1482.4355089155188,0.11036746262220008
1204,0.5210108464105503,0.49188427692122133,0.35474167622608915,3,0,0.38868637507186493,1340.8628928284554,0.1103675784875969
617,0.5441846171797159,0.5876392870368272,0.8624487001502916,3,0,0.2540157092175537,1696.1020169201638,0.11037741181160593
435,0.6300086726265375,0.7620132798422347,0.6793477967148067,3,0,0.456980687615005,1361.691023911085,0.11038164742047654
1104,0.5258544456879951,0.6906197607712807,0.267920893089824,3,0,0.24416421881757144,1479.4826471447416,0.11038609040496943
731,0.6264717898468,0.3635144662946901,0.5026089605412606,3,0,0.2296616347312049,2155.7499988142695,0.11039262492801721
1184,0.5870982388516086,0.3832091036425709,0.18306554662132413,3,0,0.38089415175038527,1323.9609222767303,0.11039730224186803
1267,0.6595725617249902,0.7322894451253426,0.32432004688777116,3,0,0.37670888721257334,1513.5648688524307,0.11039887804183608
425,0.7583302542123738,0.34167480975889286,0.44452956304460983,3,0,0.3789283072274531,1311.268212699294,0.1104031501325115
532,0.7191082042442041,0.5399452717674693,0.6552341869414033,3,0,0.47449214197324047,1744.6604762910174,0.11040539615826209
606,0.6431165635710906,0.7787226724584212,0.5458585110150882,3,0,0.2588436569705095,1672.9684455288148,0.11041252325587667
1286,0.622594465741975,0.47554106756171166,0.3776420488237297,3,0,0.2904510067016683,1485.288807869714,0.11041428701866306
723,0.6905713722484504,0.3251021708450459,0.4182980026493257,3,0,0.21617448905320397,1664.9352558991468,0.11041588248619627
1191,0.6061734433036671,0.3545104760119334,0.21178812994997404,3,0,0.4096209076433025,1628.4362652513282,0.11041626564705115
877,0.7895119800162839,0.3170724981137501,0.40535655077483845,3,0,0.2385629996932105,1888.4553572166142,0.11042068656922353
1147,0.6299618967311567,0.28337634825954033,0.017674946734506203,3,0,0.4613822468009285,1478.974959807558,0.11042152024979643
544,0.42170771305815763,0.9732846254954818,0.5300153889307323,3,0,0.27680810796632566,1809.1105203679863,0.11042354198378067
793,0.6626657093287105,0.4121245522578652,0.5909286556240159,3,0,0.4140484470000325,1415.773208829467,0.11042905746200157
753,0.7223259143400597,0.5761283313240922,0.7246943090069867,3,0,0.2695726193296364,1108.8342164119695,0.11043362487186784
598,0.6324262192157346,0.5461764322252055,0.7011113247138233,3,0,0.2426039604355952,1268.8385016877687,0.11043626440177842
590,0.6221436576623288,0.5084033678607275,0.6051056039914754,3,0,0.22582902079594439,1529.4524919158614,0.11043767766409653
404,0.6377186798065994,0.29727621193229753,0.527206330403235,3,0,0.4203437899150291,1292.596895485124,0.11043879209151922
814,0.658688161395636,0.4220573463311562,0.5233290524029052,3,0,0.25943456377859675,1378.179510064605,0.11044747929581147
266,0.9468585422440483,0.4868490467670883,0.2981269255361128,3,0,0.309182695716109,925.6962224475259,0.11044751740808799
795,0.7036116750994303,0.6565688429455661,0.49679739232127174,3,0,0.45574260015992296,1530.1489760110207,0.11044850282443561
1301,0.6294258882309338,0.46244722157195123,0.1254375485221021,3,0,0.27380801951069067,1427.8369039760412,0.1104495468358607
796,0.6796295007324671,0.4538322927641607,0.5197897101919927,3,0,0.38556953374281144,1400.533758564596,0.11045052970459618
411,0.6784097020011552,0.9603633673091232,0.6453645597086937,3,0,0.5414739784387588,1321.9628649044867,0.11045342032715214
808,0.6120615090586795,0.5164375469689599,0.4470142750449018,3,0,0.2414596073664303,1314.5361976717309,0.11045518439565187
816,0.7042576272873493,0.5629149289517101,0.6572015086655776,3,0,0.4300068087728402,1447.3789232027239,0.11045712353605296
821,0.5624909610843931,0.47414012927044724,0.6339246464964209,3,0,0.29751719813689037,1601.9953601975471,0.11045770790730888
1329,0.5939505266328318,0.5804058261570406,0.14911786345912972,3,0,0.2554791600170016,1488.7464140015577,0.11046031819063291
390,0.6032264876434446,0.3580924149781743,0.5167135741129301,3,0,0.4459930871856911,1747.3926870514986,0.11046756905124173
974,0.5866873010311937,0.4976750900761362,0.6611371335766545,3,0,0.18657435912449047,802.9005068482915,0.1104713066019532
700,0.6764347816552432,0.40095865529737285,0.7057797496290651,3,0,0.20939460315461414,2083.441596370268,0.11047405669822752
1010,0.6931520979647865,0.7799889992889253,0.685374456058252,3,0,0.5540625089862153,1589.0652650281975,0.11047412701232055
811,0.6443246709202385,0.5784638333871884,0.6427723179489515,3,0,0.3800654273569796,1211.461407832728,0.11047670560335048
1003,0.5831357942333615,0.434010173394322,0.4984302922971152,2,0,0.5732183256877891,1697.128692882015,0.11047939114313497
1099,0.5890999740269532,0.6555391803020653,0.25495350932833033,3,0,0.4057689858630486,1775.802882810092,0.1104811793120449
228,0.9298473599051861,0.06503487926104576,0.32356962094272773,3,0,0.28406953612771485,1127.802134387892,0.11048381359387457
428,0.7068701117385714,0.14500552194578598,0.5158752168991474,3,0,0.5037165291609974,1601.215503186431,0.11048396619583736
929,0.6319806471824306,0.3465780680650794,0.5974183285229719,3,0,0.38659548168395724,1422.2370251440389,0.11048704228455174
650,0.6266176368524864,0.34201790628417533,0.901703799110608,3,0,0.2285517391653463,1149.0526227753846,0.1104875295408357
1100,0.5993936946877375,0.40976716937252183,0.19588478640277393,3,0,0.44044300258898567,1525.5921350884241,0.11049304420382082
1217,0.5926637781522924,0.5084109290480839,0.33108879201331104,3,0,0.2688413171847003,1533.5421868699157,0.11049414309080988
1006,0.6281310821959392,0.4782151690969928,0.7862039465957393,3,0,0.3737657968489275,1527.9877004285281,0.1104944861522508
725,0.507873554253334,0.6565226109952085,0.3774127528178981,3,0,0.2782010225542444,1499.3964467677113,0.11049518623604682
253,0.8911511700296556,0.5355592306623027,0.47789747455794845,3,0,0.5965524953163537,6293.655538470101,0.11049591704404449
646,0.5510307460062948,0.7646529364707573,0.6866823393439588,3,0,0.2830779111704048,1518.0968870245722,0.11049686078145855
1060,0.5946294565007484,0.5740906237021975,0.34537585373977986,3,0,0.3780587507996672,1430.7142981328104,0.11050155603049845
938,0.9144228172306644,0.5938491334333373,0.4593710560802664,3,0,0.3903517417682579,648.3629085225072,0.11050321488261976
259,1.049167021882811,0.10380413392185621,0.41989735350327767,3,0,0.2793374014902784,1258.675879015561,0.11050471389756009
890,0.5461353052732525,0.70372920129369,0.9507796637390079,3,0,0.5968059971381553,1345.0020087621397,0.1105099685512576
352,0.9575304213392986,0.30128279352733706,0.5583447960960745,3,0,0.36621404118338347,961.583845046387,0.11051505276970776
754,0.6805877654488731,0.464885279505542,0.6868827123979101,3,0,0.21673537699054898,1754.2645899288061,0.11051528006765646
1325,0.5854072513279351,0.3192512875423867,0.0014309031954464202,3,0,0.2599319222840202,1514.4806618178654,0.1105166132840035
288,0.6704298441401548,0.27192869102025247,0.5406516378504711,3,0,0.3306214910766718,1917.5217063696343,0.11051674280460089
81,0.7445115762619665,0.2872035076792888,0.2779781823037276,3,0,0.3722509034083269,1590.964446946902,0.1105178603401103
1299,0.6206578249498734,0.4378195118542416,0.04788036035308649,3,0,0.25928203358989454,1394.7292114800607,0.11051848384268759
1263,0.583659049058357,0.3819276189980888,0.2532282441026559,3,0,0.2762887702493418,1661.0153233551746,0.11052236701490488
879,0.7311417861974713,0.15770276353389207,0.5734538624017276,3,0,0.34863933390681207,1303.079436701684,0.11052279363802166
876,0.646680876082659,1.1145135485440654,0.6461075526751107,3,0,0.38852184676105916,1778.1387906925102,0.11052370675313872
1001,0.6456019344321339,0.34190165811163536,0.5394210356468685,3,0,0.24383012547605104,1751.9682538217671,0.11052430635911488
276,1.0597127223923137,0.0829333915513154,0.30880386127354204,3,0,0.29888024374651345,1455.3046114585777,0.11052446344487493
1256,0.5766519588908359,0.5572816758654928,0.3371504294686182,3,0,0.36400844617656014,1512.4186028871104,0.11053097172751844
789,0.6947530815504108,0.36485293467761715,0.6061142618420412,3,0,0.3573355454045169,1428.5316454109973,0.11053211275201102
1306,0.5955838924008322,0.5040239893692543,0.17516036630612944,3,0,0.2837150888306399,1403.775663219868,0.11053426849039004
1121,0.624781530898542,0.3426387038353311,0.33782347573412524,3,0,0.39880400712004416,1751.9486516390623,0.11053458347714608
478,0.6840715834915349,0.8779285600556259,0.7429042429307613,3,0,0.36590581380869297,1719.8031295732392,0.11053630688575726
794,0.7264728320652639,0.6004672421476795,0.5462480500068042,3,0,0.324273432147213,1488.7927985574318,0.11053916999410275
1086,0.5576832013714377,0.6136949806746028,0.33221280432722,3,0,0.45166934129071135,1619.945925600758,0.11053988587309364
1295,0.5863121474925644,0.30663174035406526,0.474519036853715,3,0,0.46568187759689167,1697.622980482874,0.11054234808920432
601,0.6009009704024124,0.36762092608758157,0.5825500295209048,3,0,0.24174802358806824,1525.3233432455265,0.11054730890132605
1067,0.5230898324948471,0.5444805843694566,0.2991639448366974,3,0,0.4409092467428087,1828.30876073264,0.1105509758831832
671,0.6369796728767207,1.0801949839793685,0.7242692426362293,3,0,0.5017465423395887,1227.7127060708735,0.11055109088239197
1106,0.5732411108164261,0.621131044898551,0.29116297326769724,3,0,0.39876242231560544,1736.7862343853626,0.11055179336094331
1188,0.696676085838707,0.2760679466937813,0.10675713781920179,3,0,0.5097386177524486,1425.7517367078979,0.11055195844620527
1171,0.5723528816262735,0.39807839411394563,0.0032537815915659324,3,0,0.3885439229208119,1539.5871043272623,0.11055528664660987
1208,0.5711133352217105,0.49979735411352105,0.35431308723871363,3,0,0.1664251233186119,1550.695558877279,0.11055689826600348
555,0.871933887918208,0.5491478341636198,0.7293830263855201,3,0,0.36244462631489444,1237.7388060518392,0.11055852593535329
1177,0.6667889825488359,0.14211564962986323,0.030798120116741434,3,0,0.27103090742243013,1515.8039291356765,0.11055942947144892
963,0.7464182183180817,0.416763219645493,0.5117339983061582,3,0,0.9573094254366944,1135.6589351740045,0.1105651364791451
300,0.6011323645586202,0.41389562748904885,0.299853954804002,3,0,0.5389037947144703,1193.338068697437,0.11056738199537337
293,0.7520641430918841,0.21485794672982034,0.5899272738788104,3,0,0.24288677692143182,869.6667560491802,0.11056958139982313
442,0.7141641338199248,0.8135020769744978,0.6128519463491351,3,0,0.42856542305848255,1853.073377260458,0.11057068405727807
